Abstract #,Abstract Title,Date,Time,Location,URL,Authors,Authors Affiliations,Abstract Text,Category,Sub Category,Session Title
P2-304,An Economic Evaluation of a Novel Computerized Cognitive Test in Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32431,"John E. Schneider, PhD",Avalon Health Economics,"
Abstract:John E. Schneider, PhD and Jacie Cooper, Avalon Health Economics, Morristown, NJ, USABackground: The global burden of dementia is about $1 trillion, annually, and one of the most challenging aspects of dementia is accurate and timely diagnosis and monitoring. In this paper, we develop a conceptual model to identify the economic aspects of a novel dementia diagnostic (referred to as “DDx”). We describe the logic and evidence surrounding the “cost offset” aspects associated with the use of DDx due, in part, to its increased speed and accuracy of diagnosis which ultimately leads to earlier disease-modifying treatments. Method: The conceptual model focuses on four potential cost-driver domains: (1) diagnosis, (2) treatment, (3) outcomes, and (4) institutional care. We adopt a U.S. payer perspective and depict a hypothetical medical decision whereby patients from the base cohort can be “primarily diagnosed” via either the standard of care arm or the DDx arm. The main hypotheses are that the two arms may not be mutually exclusive in terms of testing, yet DDx is reflective of a more accurate and efficient approach. We then develop a cost analysis based on the main cost drivers and the flow of our model, alongside our own reasonable assumptions and cost evidence found in the literature. Result: Faster time-to-treatment results in three desirable outcomes: (1) creating more opportunity to deliver optimal treatment, including the optimal mix of pharmacological and non-pharmacological treatments; (2) a delay in institutional care facility (ICF) admission; and (3) faster time-to-treatment has also been shown to reduce avoidable hospitalizations, which is also an important component of the overall costs of dementia. Summing these effects, the net potential savings attributable to DDx is $11,156, which represents a 13.8% savings per episode of dementia, compared to the standard of care. Savings are driven by reduction in diagnostic costs, hospitalization costs, and ICF costs. Conclusion: The savings attributable to DDx will accrue to different stakeholders in the U.S. in different ways. Fully-integrated health systems would accrue savings directly to the payers, while commercial insurance markets would experience shared savings between commercial health insurers and long-term care.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-305,Higher Cortical Functions Evaluation Study in Patients with Alzheimer's Disease in Uzbekistan.,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32530,"Azamatjon Umarov, MSc",PhD and Gulnora Rakhimbaeva,"
Abstract:Azamatjon Umarov, MSc; Dilshod Tolibov, PhD and Gulnora Rakhimbaeva, MD, PhD, Tashkent Medical Academy, Tashkent, UzbekistanBackground: Higher cortical functions dedicated study in patients with Alzheimer's Disease (AD) has not previously studied in Uzbekistan. We aimed to evaluate the effectiveness of diagnostic disorders of higher cortical functions in patients with AD using scales GDR (Global Deterioration Rating) and MMSE (Mini Mental Scale Examination). Method: Study involved 52 patients (32 men and 20 women) aged 65 to 77 years (mean age 70,8 ± 3,3 years) divided into 2 groups: group 1 (basic group) - AD 45 patients, group 2 (comparison group) - 27 patients with chronic cerebral ischemia (II- IIIst.) with mild cognitive impairment. GDR and MMSE were used for assessing the severity of cognitive impairment. Result: Neuropsychological studies showed the results of cognitive functions: in group I - GDR 5,0 ± 0,5 scores, MMSE 21,8 ± 4,05 scores. In group II - GDR 2,0 ± 0,5 scores, MMSE 27,0 ± 0,5 scores. Senile dementia develops in commonly characterized by a relatively sparse confabulation products. Confabulation shifted to a more or less distant past ideas about the environmental situation and the self (amnestic confabulation). At the stage of mild dementia clearly identified the most features of amnestic aphasia, amnestic disorder component of praxis, and in some cases, signs of constructive dyspraxia. There is a long preservation of motor component of praxis. Conclusion: The total scores on the MMSE and the GDR is a sensitive indicator of cognitive deficits and higher cortical functions of mild to moderate AD before, is effective in determining therapeutic approaches and tactics of early prevention in patients with AD.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-306,"Association of Performance in Tasks of Executive Function and Theory of Mind, with Tasks of Practical Judgment in Healthy Older Adults, with Mild Cognitive Impairment, Alzheimer's Disease and Behavioral Variant of Frontotemporal Dementia","Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32622,"Raul Alejandro Basante Avendaño Sr., MD",Instituto Nacional de Neurología y Neurocirugía,"
Abstract:Raul Alejandro Basante Avendaño Sr., MD, Instituto Nacional de Neurología y Neurocirugía, Mexico, MexicoBackground: Social cognition is the cognitive domain responsible for achieving adequate adaptation and social regulation; It has four components: 1: Theory of the mind (ToM); 2: Social perception; 3: Individual alertness, and 4: Executive functions (EF). The practical judgment (JP) is a high level cognitive function that in its process has to: evaluate situations, draw conclusions (after evaluating the context), consider possible consequences and on base of all these components, to take decisions. Mild cognitive impairment (MCI) is an entity between normal aging and dementia characterized by a deterioration in previous cognitive functioning without causing loss of functionality. Dementia is characterized by a progressive cognitive deterioration with impact on functionality that causes disability and dependence. Method: Four groups were included: 10 AMCS, 10 DCL, 15 for the groups of AD and FTD-bv. Al o them were evaluated with the following battery for EF: Stroop test (ST), trail making test b (TMT-b), verbal semantic fluency (VSf) and phonetics (VFf) and the Wisconsin Card Sorting Test; Two tests for ToM: reading the mind through the gaze (RME) and images of the facial affection (POFA) and for the practical judgment test (ToPJ).Result: The analyses of the associations between the performance of the ToPJ with the EF and ToM tests in the cognitive a continuum (all the groups n=50), we found significant correlations with FvS, TMT-b, the cate. Conclusion: Performance in ToM tests and 3/5 EF tests showed relation with the performance in ToPJ. It is recommended to evaluate a bigger number of participants in order to analyze the association with each diagnoses group and also with the brain regions typically affected in these different conditions.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-307,Decode Dementia: Initial Development and External Validation of Clinical Prediction Models for Dementia Identification,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32722,"Janice M Ranson, MSc",,"
Abstract:Janice M Ranson, MSc1; Elzbieta Kuzma, PhD1,2; Willie Hamilton, MD1 and David J Llewellyn, PhD1,3, (1)University of Exeter Medical School, Exeter, United Kingdom, (2)University Medical Center Hamburg-Eppendorf, Hamburg, Germany, (3)Alan Turing Institute, London, United KingdomBackground:",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-308,Clinical Characteristics of Early-Onset Alzheimer’s Disease: A Clinical Research Center for Dementia of South Korea (CREDOS) Study,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=32757,"Hee Kyung Park, MD, PhD",,"
Abstract:Hee Kyung Park, MD, PhD1; Jee Hyang Jeong, MD, PhD2; Sun A Park, MD, PhD3; Seong Hye Choi, MD, PhD4; Seol-Heui Han, MD, PhD5; Eun-Joo Kim6; Byeong-Chae Kim, MD, PhD7; Hyun Jeoung Han8; So Young Moon, MD PhD3; Dong Won Yang, MD, PhD9; Kyung Won Park10; Kee Hyung Park, M.D, PhD11; Bora Yoon, MD12; Sang Won Seo, MD, PhD13; Duk L. Na, MD, PhD13; HAE RI NA, MD, PhD14 and Jae-Hong Lee, MD, PhD15, (1)Ewha Womans Mokdong Hospital, Seoul, Korea, Republic of (South), (2)Ewha Womans University Mokdong Hospital, Seoul, Korea, Republic of (South), (3)Ajou University School of Medicine, Suwon, Korea, Republic of (South), (4)Department of Neurology, Inha University School of Medicine, Incheon, Korea, Republic of (South), (5)Konkuk University School of Medicine, Seoul, Korea, Republic of (South), (6)Pusan Medical University Hospiral, Pusan, Korea, Republic of (South), (7)7Department of Neurology, Chonnam National University Medical School, Gwangju, Korea, Republic of (South), (8)Department of Neurology, Myongji Hospital, Goyang, Korea, Republic of (South), (9)The Catholic University of Korea, College of Medicine, Seoul St. Mary’s Hospital, Seoul, Korea, Republic of (South), (10)Dong-A University College of Medicine, Busan, Korea, Republic of (South), (11)Gachon University Gil Medical Center, Incheon, Korea, Republic of (South), (12)Konyang University College of Medicine, Daejeon, Korea, Republic of (South), (13)Samsung Medical Center, Seoul, Korea, Republic of (South), (14)Bobath Memorial Hospital, Seongnam, Korea, Republic of (South), (15)Asan Medical Center, University of Ulsan College of Medicine, Seoul, Korea, Republic of (South)Background: Early-onset Alzheimer’s disease (EOAD) leads to an enormous psychological and financial burden for patients, caregivers, and the society. There have been few studies focusing on clinical characteristics of EOAD from well-designed cohorts. We aimed to determine the clinical characteristics of EOAD from the Clinical Research Center for Dementia of South Korea (CREDOS) registry.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-310,Specificities of Early Onset Alzheimer’s Disease,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33185,"Adeline Rollin, MD",CHU Lille,"
Abstract:Adeline Rollin, MD, CHU Lille, Lille, FranceBackground: Early onset Alzheimer’s disease (EOAD) defined by a disease before the age of 65 is the most frequent dementia in young people and is characterized by a number of clinical specificities compared to patients with late onset AD (LOAD). The objective of this study was to describe clinical presentation of patients with EOAD at inclusion in the COMAJ cohort (COhorte de Malades Alzheimer Jeunes). Method: All patients included in the COMAJ cohort (EOAD cohort with disease onset before 60) at Lille the memory clinic (North of France) between June 2009 and December 2017 with possible to certain AD criteria based on the NIA and the IWG were selected. Clinical (medical and family history, clinical examination, age at first symptoms…), neuropsychological, social, biological (CSF biomarkers of AD), genetics, imaging (MRI and FDG-PET scan) and neuropathological data were collected using a standardized medical work-up until death or withdrawal. Result: We included 205 patients (female: 61.5%) with a mean age of 58 years at inclusion; 167 had a probable AD, 20 a possible AD and 18 a certain AD. Time interval between first symptoms and inclusion in the cohort was 4.9 ±8.9 years (mean MMSE score: 14.5±7.1); 61% of patients had a typical clinical presentation (amnestic presentation); 7.6% had a pathogenic genetic mutation (PS1, APP mutations and APP duplications); so far 55 patients are deceased (post mortem brain donation was obtained in 35.5% of them). Time between first symptoms and death was 11.1 years ± 4.1 (range 2-19.1). Conclusion: This cohort will permit to better understand the natural course of AD in young patients and to explore prognostic factors of progression.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-311,Dementia and the Risk of New Onset Seizures: A Cohort Study of a National US Managed Care Database,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33263,"Ruby Castilla-Puentes, MD, DrPH, MBA",University of Cincinnati Academic Health Center,"
Abstract:Ruby Castilla-Puentes, MD, DrPH, MBA, University of Cincinnati Academic Health Center, Cincinnati, OH, USABackground: There is abundant information about seizures as part of the spectrum of findings presented by patients with Alzheimer’s disease. However, the information about New Onset Seizures and seizure types is very scarce. . Method: The risk of new onset seizures and the types of convulsions associated to a dementia diagnosis are estimated. A cohort of 2’885,336 patients with/without dementia and 60 years of age or more from the Optum Insight Clinformatics-data Mart database was followed from 2005 to 2014. Group differences were analyzed using continuity-adjusted chi-square and hazard ratios with 95% confidence intervals calculated after a logistic regression analysis. Result: A total of N=79,561 patients (2.8%) from the cohort had a dementia diagnosis, with 56% of them been women. Dementia patients were found to have 6.5 times increased risk for undifferentiated seizures, a 6 fold elevated risk for partial seizures, and 5.2 times higher risk for generalized and undifferentiated epilepsy. Also, patients with a dementia diagnosis had 4.75 increased risk for generalized seizures, and partial epilepsy. Conclusion: In conclusion, based on U.S. national managed care database, patients of 60 years of age or older have higher risks of new onset seizures associated with a dementia diagnosis. The risk of new onset seizures associated with a diagnosis of dementia suggests the need for clinicians to monitor for seizures to ensure that patients with dementia receive an appropriate treatment",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-312,Validation of the Korean Version of the Anosognosia Questionnaire for Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33408,"Gihwan Byeon, MD",,"
Abstract:Gihwan Byeon, MD1; Woo Jin Kim, MD, PhD1; Dahyun Yi, PhD2; Min Soo Byun, MD, PhD2; Jun Ho Lee, MD1; So Yeon Jeon, MD1; Kang Ko, MD3; Haejung Joung, BA1; Younghwa Lee, MS1; Gi Jung Jung, MS1,4; Han Na Lee, AS1 and Dong Young Lee, MD, PhD1,2,5, (1)Seoul National University Hospital, Seoul, Korea, Republic of (South), (2)Medical Research Center Seoul National University, Seoul, Korea, Republic of (South), (3)National Center for Mental Health, Seoul, Korea, Republic of (South), (4)Kyung Hee University, Seoul, Korea, Republic of (South), (5)Seoul National University College of Medicine, Seoul, Korea, Republic of (South)Background: Anosognosia is a common phenomenon in individuals with dementia. Anosognosia Questionnaire for dementia (AQ-D) is a well-known scale for evaluating anosognosia, which was developed in English and then translated into Japanese, Italian version. This study aimed to translate AQ-D into a Korean version (AQ-D-K) and to evaluate the reliability and validity of the AQ-D-K in patients with Alzheimer’s disease (AD) dementia. Method: We translated the original English version of AQ-D into Korean one. Eighty-four subjects with very mild or mild AD dementia (CDR 0.5~1) and their caregivers were included and responded to the questionnaire. Reliability of AQ-D-K was assessed by internal consistency and 1 month test-retest reliability. Construct validity and concurrent validity were also evaluated. Results: Internal consistency of AQ-D-K patient form (Cronbach α=0.95) and caregiver form (Cronbach α=0.93) was high. In regard of test-retest reliability, Intra-class correlation coefficient of anosognosia score (discrepancy of caregiver’s rating score and patient’s rating score) was 0.842(p<0.01). Four factors were identified in factor analysis. First, anosognosia of episodic memory. Second, anosognosia of activity of daily living and orientation. Third, anosognosia of emotional and apathetic problem. And fourth, anosognosia of disinhibition. AQ-D-K total scores were significantly correlated with clinician-rated anosognosia rating scale (ARS) scores(r=.301, p=0.005), total scores of state-trait anxiety inventory (STAI)(r=-.262, p=0.016), and center for epidemiological studies-depression (CES-D) scores(r=-.312, p=0.004), but not with any neuropsychological test scores. Conclusion:",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-313,Dysexecutive Syndrome in Multi- Infarct Versus Subcortical Ischaemic Small Vessel Disease Dementia,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33495,"Marija D Semnic, MD PhD",Faculty of Medicine  University of Novi Sad,"
Abstract:Marija D Semnic, MD PhD, Faculty of Medicine  University of Novi Sad, Novi Sad, Serbia; Robert R Semnic, MD PhD, Neuroradiology department, Academical hospital, University of Uppsala, Uppsala, Sweden, Uppsala, Sweden and Dusko B Kozic, MDPhD, Faculty of Medicine University of Novi Sad, Novi Sad, SerbiaBackground: Dysexecutive syndrome (DS) is common neuropsychological finding in subcortical ischaemic small vessel disease (SIVD), but there are no sufficient data about executive functions (EF) including mental flexibility, shifting ability and conceptual skills in multi-infarct dementia (MID). Method: 60 patients were studied, 28 were randomised as MID and 32 in SIVD, according to NINDS-AIREN (National Institute of Neurological Disorders and Stroke and Association Internationale pour la Recherché et l'Enseignement en Neurosciences) neuroradiological criteria. Groups were matched by sex, age, education, and dementia severity. Wisconsin Card Sorting Test (WCST) was performed to evaluate executive functions. Result: discriminative analysis revealed differences between groups (p=0.059) and according to the discrimination coefficient (dc) the most discrminative between groups was Perseverative Responses raw score (PR) (dc=0,121), with the highest number of PR in SIVD (58 – 80) than MID (≤ 57), following by the Total Number Correct (dc=0.063) which was lower in MID (≤ 46) than SIVD ( > 55), Percent Conceptual Level Responses (dc =0.034) was lower in MID (≤ 17) than SIVD (> 26), and Total Number of Errors (dc=0.032) which was higher in MID (73-82) than in SIVD (≤ 72), Trials to Complete First Category (dc=0,014)was higher in SIVD (35-106) than MID (≤ 35), Number of Categories Completed (dc=0.013) was lower in MID (0) than SIVD (>1). Conclusion: The importance of DES is underestimate in MID. The Perseverative Responses score was the most discriminative feature between groups regarding EF estimated with WCST, and it was higher in SIVD than MID.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-314,The Multidomain Impairment Rating (MIR) Scale: Initial Reliability DATA on a Multidimensional Scale Designed for Ftld Spectrum Disorders,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33860,"Leah K Forsberg, PhD",,"
Abstract:Leah K Forsberg, PhD1; Bradley F. Boeve, MD1; Adam L. Boxer, MD, PhD2; Howard J. Rosen, MD2; John Kornak, PhD3; Hilary W. Heuer, PhD2; Julie A. Fields, PhD, LP1; Danielle Brushaber1; Mary M. Machulda, PhD1; Virginia Sturm, PhD3; Adam M. Staffaroni, PhD4; Peter A Ljubenkov, MD3; Reilly Denver3; Elise Ong3; Brian Appleby, MD5; Yvette M. Bordelon, MD, PhD6; Patrick Brannelly7; Giovanni Coppola, MD8; Brad C. Dickerson, MD9; Susan Dickinson, MS, CGC10; Domoto-Reilly Kimiko, MD11; Kelley Faber, MS12; Jamie Fong, MS3; Tatiana M. Foroud, PhD13; Ralitza H Gavrilova, MD1; Debra Gearhart1; Nupur Ghoshal, MD, PhD14; Jill Goldman, MS, MPhil, CGC15; Jonathan Graff-Radford, MD1; Neil R Graff-Radford, MD16; Murray Grossman, MD, EdD17; Ging-Yuek Robin Hsiung, MD, MHSc18; Edward D Huey, MD15; David Irwin, MD17; David T Jones, MD1; Kejal  Kantarci, MD, MS1; Anna M. Karydas, BA2; Daniel Kaufer, MD19; Diana R. Kerwin, MD20; David S. Knopman, MD1; Ruth A Kraft16; Joel H. Kramer, PsyD2; Walter K. Kremers, PhD1; Walter A Kukull, PhD21; Irene Litvan, MD22; Diane E Lucente, MS23; Codrin Lungu24; Ian R Mackenzie, MD, MSc18; Scott M. McGinnis, MD23; Mario F. Mendez, MD, PhD25; Bruce L. Miller, MD26; Chiadi U Onyike, MD, MHS27; Alex Pantelyat, MD28; Rodney Pearlman, PhD29; Leonard Petrucelli, PhD16; Madeline Potter, BA30; Rosa Rademakers, PhD16; Eliana Marisa Ramos, PhD31; Katherine Rankin, PhD3; Katya Rascovsky, PhD32; Erik D. Roberson, MD PhD33; Emily J Rogalski, PhD34; Leslie M Shaw, PhD35; Marg Sutherland, PhD36; Jeremy Syrjanen1; Carmela Tartaglia, MD, FRCPC37; Nadine Tatton, PhD10; Joanne Taylor, MS3; Arthur W Toga, PhD38; John Q Trojanowski, MD, PhD39; Sandra Weintraub, PhD34; Bonnie Wong, PhD23 and Zbigniew Wszolek, MD16, (1)Mayo Clinic, Rochester, MN, USA, (2)University of California, San Francisco, San Francisco, CA, USA, (3)University of California San Francisco, San Francisco, CA, USA, (4)Memory and Aging Center, University of California San Francisco, San Francisco, CA, USA, (5)Case Western Reserve University, Cleveland, OH, USA, (6)University of California Los Angeles, Los Angeles, CA, USA, (7)Tau Consortium, Rainwater Charitable Foundation, Fort Worth, TX, USA, (8)University of California, Los Angeles, Los Angeles, CA, USA, (9)Massachusetts General Hospital/Harvard Medical School, Boston, MA, USA, (10)The AFTD, Radnor, PA, USA, (11)University of Washington Medical Center, Seattle, WA, USA, (12)Indiana University School of, Indianapolis, IN, USA, (13)Indiana University School of Medicine, Indianapolis, IN, USA, (14)Washington University School of Medicine, St. Louis, MO, USA, (15)Gertrude H. Sergievsky Center at Columbia University, New York, NY, USA, (16)Mayo Clinic, Jacksonville, FL, USA, (17)Penn FTD Center, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA, (18)University of British Columbia, Vancouver, BC, Canada, (19)University of North Carolina, Chapel Hill, NC, USA, (20)UT Southwestern, Dallas, TX, USA, (21)Director, National Alzheimer’s Coord. Ctr (NACC), University of Washington, WA, USA, (22)University of California San Diego, San Diego, CA, USA, (23)Massachusetts General Hospital, Boston, MA, USA, (24)National Institutes of Health, Washington, DC, USA, (25)David Geffen School of Medicine at UCLA, Los Angeles, CA, USA, (26)Memory and Aging Center, UCSF Weill Institute for Neurosciences, University of California, San Francisco, San Francisco, CA, USA, (27)Johns Hopkins University, Baltimore, MD, USA, (28)Johns Hopkins University School of Medicine, Baltimore, MD, USA, (29)The Bluefield Project to Cure FTD, San Fransisco, CA, USA, (30)National Cell Repository for Alzheimer's Disease (NCRAD), Indianapolis, IN, USA, (31)University of California, Los Angeles School of Medicine, Los Angeles, CA, USA, (32)Penn FTD Center, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA, (33)University of Alabama at Birmingham, Birmingham, AL, USA, (34)Northwestern University, Chicago, IL, USA, (35)Department of Pathology and Laboratory Medicine, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USA, (36)NIH, Bethesda, MD, USA, (37)Division of Neurology, Krembil Neuroscience Centre, Toronto Western Hospital, University Health Network Memory Clinic, Toronto, ON, Canada, (38)Laboratory of Neuro Imaging, Stevens Neuroimaging and Informatics Institute, Keck School of Medicine, University of Southern California, Los Angeles, CA, USA, (39)Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA, USABackground: Parkinsonism, motor neuron disease (MND), apraxia, etc. often occur in frontotemporal lobar degeneration (FTLD) syndromes. Previous instruments developed to capture the key clinical and salient aspects of patients with dementia (standard CDR and FTLD-CDR) did not include these relevant motor features. Additionally these instruments fail to capture sensitive information from a variety of sources like the individual him/herself, the informant and data from neuropsychological testing. Method: The 12-item Multidomain Impairment Rating (MIR) scale was developed to encompass all key manifestations of the FTLD spectrum disorders for use in natural history studies and clinical trials. The MIR encompasses elements of the FTLD-CDR plus a visuospatial domain as well as domains for parkinsonism, MND and other non-cognitive/non-behavioral aspects of FTLD. The ratings of 0, 0.5, 1, 2 or 3 for each domain are based on three data sources – the subject, informant, and neuropsychological testing. Consensus summary ratings include the MIR Neuropsychology score, the global (MIR), and summed score (MIR SS). Result: A reliability exercise was completed using baseline clinical and neuropsychological data in subjects participating in the ARTFL/LEFFTDS Consortium. Twenty subjects each from 2 sites were rated (blinded to the other site’s ratings), and the data of the 40 subjects were analyzed. The cases were selected a priori to represent clinically normal (CN), MCI, and more severe degrees of cognitive, behavioral and motor impairment (e.g., bvFTD, PPA, FTD with parkinsonism, and FTD with MND). Weighted kappa statistic measured agreement. The analyses showed very good agreement for the global MIR ratings [κ=0.86 (95% CI 0.74-0.97)], the MIR SS ratings [κ=0.82 (95% CI 0.72-0.92)], and complete concordance on the MIR Neuropsychology ratings [κ=1.0]. Conclusion: These findings suggest good reliability for the global MIR, MIR SS and MIR Neuropsychology ratings. The MIR may provide added utility to the FTLD-CDR, and could be used in natural history studies and clinical trials to more optimally capture the spectrum of features in FTLD.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
P2-315,Sleep Disorder Increases the Risk of Incident Dementia and Alzheimer’s Disease in Persons with Central Nervous System Trauma: A Retrospective Cohort Study.,"Mon, Jul 15  (Pacific)",9:30am - 4:15pm,South Hall GH - Los Angeles Convention Center,https://ep70.eventpilotadmin.com/web/page.php?page=Session&project=AAIC19&id=33920,"Tatyana Mollayeva, MD, PhD",Toronto Rehabilitation Institute,"
Abstract:Tatyana Mollayeva, MD, PhD, Toronto Rehabilitation Institute, Toronto, ON, Canada; Mack Hurst, MSc, Toronto Rehabilitation Institute-University Health Network, Toronto, ON, Canada; Michael Escobar, PhD, Dalla Lana School of Public Health University of Toronto, Toronto, ON, Canada and Angela Colantonio, PhD, OT. Reg. (Ont.), Rehabilitation Sciences Institute University of Toronto, Toronto, ON, CanadaBackground: This study examined the relationship between diagnosed sleep disorder and incident dementia in a large cohort of adult men and women with central nervous system (CNS) trauma. Method: We performed a retrospective cohort study using population based provincial health administrative data. All adults without previous dementia diagnoses entering the emergency or acute care department with diagnoses of traumatic brain injury (TBI) with and without spinal cord injury (SCI) between 2003 and 2013 were followed through until May 2016 to examine the occurrence of dementia. Sex-stratified cox regression models were used to investigate the relationship between presence of a diagnosed sleep disorder and incident hospitalized dementia. Result: In total, 712,708 persons with CNS trauma of all severities were included in this study. Their median age was 44 years, 59% were men. Over a median follow-up of 52 months (interquartile range, 19-86 months), 32,834 (4.6%) of the cohort developed dementia diagnoses, of which 5,083 (18%) developed Alzheimer’s disease. Controlling for age, sex, income level, injury severity and extend (TBI alone or in combination with SCI), disorders of circulatory and vascular systems, tobacco smoking, depression, and sensory impairments, diagnosed sleep disorder was a significant predictor of incident dementia: hazard ratio (HR), 1.250 [95% CI, 1.146-1.363] and Alzheimer’s disease: HR 1.328 [95% CI, 1.072-1.645]. When results were stratified by sex, the sleep disorder association with dementia remained significant in men: HR 1.255 [95% CI, 1.112-1.415] and in women: HR 1.234 [95% CI, 1.088-1.400]; but the sleep disorder association with Alzheimer’s disease remained significant in women only: HR 1.332 [95% CI, 1.072-1.645]; in men: HR 1.161 [95% CI, 0.840-1.606]. Conclusion: In a large dementia-free cohort of people with CNS trauma after controlling for multiple confounders, diagnosed sleep disorder was independently associated with a 26% and a 23% increased hazard of incident dementia in men and women, respectively. Diagnosed sleep disorder was independently associated with a 33% increased hazard of incident Alzheimer’s disease in women only. These findings support novel relationship between diagnosed sleep disorder and neurodegenerative disorders, and they may be used to enhance sex-specific preventive or therapeutic strategies for patients with CNS trauma.",Diagnosis and Prognosis,Clinical (neuropsychiatry and behavioral neurology),[Posters Mon] Diagnosis and Prognosis： Clinical (neuropsychiatry and behavioral neurology)
